,Unnamed: 0,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Brand,lenght_of_names,Model
5567,5567,Volkswagen Vento 2013-2015 1.6 Comfortline,Kolkata,2014,17000,Petrol,Manual,First,15.04 kmpl,1598 CC,103.2 bhp,5.0,,4.25,Volkswagen,5,Vento 2013-2015
5568,5568,BMW 3 Series Luxury Line,Coimbatore,2017,34232,Diesel,Automatic,First,21.76 kmpl,1995 CC,190 bhp,5.0,55.07 Lakh,35.84,BMW,5,3 Series
5569,5569,Honda CR-V Petrol 2WD,Chennai,2004,135000,Petrol,Automatic,Third,14.4 kmpl,1997 CC,152 bhp,5.0,33.51 Lakh,3.0,Honda,4,CR-V Petrol
5570,5570,Renault Duster 110PS Diesel RxZ AWD,Chennai,2012,80000,Diesel,Manual,First,19.72 kmpl,1461 CC,108.45 bhp,5.0,15.94 Lakh,6.75,Renault,6,Duster 110PS
5571,5571,Hyundai i20 Asta 1.2,Bangalore,2014,31045,Petrol,Manual,Second,18.6 kmpl,1197 CC,81.83 bhp,5.0,,5.65,Hyundai,4,i20 Asta
5572,5572,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Pune,2013,58000,Diesel,Automatic,Second,16.96 kmpl,1968 CC,138.03 bhp,5.0,,7.5,Volkswagen,7,Jetta 2013-2015
5573,5573,Hyundai Creta 1.6 SX Plus Diesel,Kochi,2018,35480,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,,13.34,Hyundai,6,Creta 1.6
5574,5574,Maruti Ciaz VDI SHVS,Hyderabad,2016,62287,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5.0,,7.9,Maruti,4,Ciaz VDI
5575,5575,Hyundai i20 Asta 1.4 CRDi,Coimbatore,2015,46162,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5.0,,6.98,Hyundai,5,i20 Asta
5576,5576,Hyundai Verna 1.6 SX VTVT,Mumbai,2014,9200,Petrol,Manual,First,17.01 kmpl,1591 CC,121.3 bhp,5.0,,5.75,Hyundai,5,Verna 1.6
5577,5577,Volkswagen Polo Diesel Trendline 1.2L,Kolkata,2012,55339,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5.0,,2.65,Volkswagen,5,Polo Diesel
5578,5578,Volkswagen Polo Diesel Trendline 1.2L,Kolkata,2011,55476,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5.0,,2.49,Volkswagen,5,Polo Diesel
5579,5579,Maruti SX4 Vxi BSIII,Pune,2007,68553,Petrol,Manual,Second,15.0 kmpl,1586 CC,104.68 bhp,5.0,,1.5,Maruti,4,SX4 Vxi
5580,5580,Honda Mobilio RS Option i DTEC,Kochi,2016,67376,Diesel,Manual,First,24.5 kmpl,1498 CC,98.6 bhp,7.0,,6.5,Honda,6,Mobilio RS
5581,5581,Renault Duster 110PS Diesel RxZ Plus,Hyderabad,2013,42000,Diesel,Manual,First,19.64 kmpl,1461 CC,108.45 bhp,5.0,,8.0,Renault,6,Duster 110PS
5582,5582,Toyota Fortuner 2.8 2WD AT,Coimbatore,2019,28069,Diesel,Automatic,First,12.9 kmpl,2755 CC,174.5 bhp,7.0,34.45 Lakh,30.85,Toyota,5,Fortuner 2.8
5583,5583,Volvo XC60 D4 SUMMUM,Kochi,2014,93144,Diesel,Automatic,First,14.7 kmpl,1984 CC,181 bhp,5.0,,17.15,Volvo,4,XC60 D4
5584,5584,Maruti Celerio VXI AT,Hyderabad,2014,24300,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5.0,,4.55,Maruti,4,Celerio VXI
5585,5585,Maruti Ciaz ZDi Plus,Hyderabad,2015,47883,Diesel,Manual,Second,26.21 kmpl,1248 CC,88.5 bhp,5.0,,7.4,Maruti,4,Ciaz ZDi
5586,5586,Audi Q5 2008-2012 2.0 TDI,Kochi,2013,12467,Diesel,Automatic,First,12.8 kmpl,1968 CC,167.6 bhp,5.0,,25.64,Audi,5,Q5 2008-2012
5587,5587,BMW X1 sDrive 20d Sportline,Kolkata,2013,56683,Diesel,Automatic,Second,17.05 kmpl,1995 CC,184 bhp,5.0,,13.5,BMW,5,X1 sDrive
5588,5588,Ford Figo Petrol ZXI,Bangalore,2013,38000,Petrol,Manual,First,15.6 kmpl,1196 CC,70 bhp,5.0,,3.55,Ford,4,Figo Petrol
5589,5589,Hyundai Elantra CRDi SX,Ahmedabad,2018,35000,Diesel,Manual,First,22.7 kmpl,1582 CC,126.2 bhp,5.0,,15.0,Hyundai,4,Elantra CRDi
5590,5590,Hyundai Verna 1.6 i ABS,Pune,2007,80000,Petrol,Manual,Second,13.9 kmpl,1599 CC,103.2 bhp,5.0,,1.95,Hyundai,5,Verna 1.6
5591,5591,Honda Civic 2006-2010 1.8 S MT,Pune,2006,125000,Petrol,Manual,Second,13.5 kmpl,1799 CC,130 bhp,5.0,,2.3,Honda,6,Civic 2006-2010
5592,5592,Toyota Fortuner 4x4 MT,Chennai,2013,123000,Diesel,Manual,Second,12.55 kmpl,2982 CC,168.5 bhp,7.0,,15.0,Toyota,4,Fortuner 4x4
5593,5593,Hyundai i10 Sportz,Chennai,2012,70000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,3.15,Hyundai,3,i10
5594,5594,Nissan Sunny 2011-2014 Diesel XL,Hyderabad,2012,87982,Diesel,Manual,First,21.64 kmpl,1461 CC,84.8 bhp,5.0,,5.0,Nissan,5,Sunny 2011-2014
5595,5595,BMW 5 Series 2013-2017 520d Luxury Line,Jaipur,2013,40714,Diesel,Automatic,Second,18.12 kmpl,1995 CC,190 bhp,5.0,,24.75,BMW,7,5 Series
5596,5596,Chevrolet Optra Magnum 2.0 LT,Pune,2008,83000,Diesel,Manual,Second,16.52 kmpl,1991 CC,123.7 bhp,5.0,,2.6,Chevrolet,5,Optra Magnum
5597,5597,Hyundai i10 Asta,Ahmedabad,2011,86000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,3.75,Hyundai,3,i10
5598,5598,Skoda Laura Ambiente,Ahmedabad,2009,60002,Diesel,Manual,Second,17.5 kmpl,1896 CC,106 bhp,5.0,,4.85,Skoda,3,Laura
5599,5599,Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Jaipur,2013,60000,Diesel,Automatic,First,10.0 kmpl,2148 CC,170 bhp,5.0,,27.0,Mercedes-Benz,7,E-Class 2009-2013
5600,5600,Honda Amaze SX i-DTEC,Kolkata,2014,84677,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,3.0,Honda,4,Amaze SX
5601,5601,BMW X1 xDrive 20d xLine,Delhi,2017,23000,Diesel,Automatic,First,20.68 kmpl,1995 CC,190 bhp,5.0,,28.75,BMW,5,X1 xDrive
5602,5602,Toyota Innova 2.5 G (Diesel) 8 Seater,Hyderabad,2016,81424,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,8.0,,14.49,Toyota,7,Innova 2.5
5603,5603,Porsche Panamera 2010 2013 Diesel,Delhi,2013,36400,Diesel,Automatic,First,7.5 kmpl,4806 CC,394.3 bhp,4.0,,72.0,Porsche,5,Panamera 2010
5604,5604,Nissan Sunny XV D,Chennai,2012,70000,Diesel,Manual,Second,22.71 kmpl,1461 CC,84.8 bhp,5.0,11.48 Lakh,4.0,Nissan,4,Sunny XV
5605,5605,Maruti Swift Dzire LDI,Delhi,2015,40000,Diesel,Manual,Second,26.59 kmpl,1248 CC,74 bhp,5.0,,4.5,Maruti,4,Swift Dzire
5606,5606,Maruti Wagon R ZXI AMT 1.2,Mumbai,2019,600,Petrol,Automatic,First,21.5 kmpl,1197 CC,81.80 bhp,5.0,6.8 Lakh,6.25,Maruti,6,Wagon R
5607,5607,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Pune,2015,65320,Diesel,Automatic,Second,16.96 kmpl,1968 CC,138.03 bhp,5.0,,11.5,Volkswagen,7,Jetta 2013-2015
5608,5608,Honda Accord 2.4 Inspire M/T,Pune,2009,79000,Petrol,Manual,Third,9.8 kmpl,2354 CC,180 bhp,5.0,,3.1,Honda,5,Accord 2.4
5609,5609,Honda City i VTEC V,Mumbai,2018,5000,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5.0,,10.11,Honda,5,City i
5610,5610,Hyundai Verna 1.6 SX VTVT,Coimbatore,2019,6028,Petrol,Manual,First,17.01 kmpl,1591 CC,121.3 bhp,5.0,,11.54,Hyundai,5,Verna 1.6
5611,5611,Maruti Wagon R LX BSII,Delhi,2006,86000,Petrol,Manual,Second,18.9 kmpl,998 CC,67.1 bhp,5.0,,1.0,Maruti,5,Wagon R
5612,5612,Maruti Swift Dzire Tour LDI,Kolkata,2013,160000,Diesel,Manual,Second,23.4 kmpl,1248 CC,74 bhp,5.0,,2.5,Maruti,5,Swift Dzire
5613,5613,Audi Q5 2008-2012 2.0 TFSI Quattro,Kochi,2011,59967,Petrol,Automatic,First,9.74 kmpl,1984 CC,208 bhp,5.0,,18.0,Audi,6,Q5 2008-2012
5614,5614,Toyota Etios Cross 1.4 GD,Coimbatore,2018,43127,Diesel,Manual,First,23.59 kmpl,1364 CC,67.04 bhp,5.0,,6.85,Toyota,5,Etios Cross
5615,5615,Hyundai i10 Era 1.1 iTech SE,Kochi,2012,65727,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5.0,,2.97,Hyundai,6,i10 Era
5616,5616,Hyundai Verna 1.6 VTVT,Pune,2013,70000,Petrol,Manual,First,17.01 kmpl,1591 CC,121.3 bhp,5.0,,4.75,Hyundai,4,Verna 1.6
5617,5617,Volkswagen Polo 1.5 TDI Highline,Coimbatore,2018,39861,Diesel,Manual,First,20.14 kmpl,1498 CC,88.8 bhp,5.0,,7.38,Volkswagen,5,Polo 1.5
5618,5618,BMW 5 Series 520d Sport Line,Delhi,2017,16485,Diesel,Automatic,First,22.48 kmpl,1995 CC,187.74 bhp,5.0,,42.75,BMW,6,5 Series
5619,5619,Hyundai i20 1.4 Asta Optional With Sunroof,Bangalore,2010,77332,Diesel,Manual,Second,23.0 kmpl,1396 CC,90 bhp,5.0,,3.65,Hyundai,7,i20 1.4
5620,5620,Hyundai Grand i10 Asta Option AT,Kochi,2017,17489,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5.0,,5.99,Hyundai,6,Grand i10
5621,5621,Toyota Fortuner 4x2 4 Speed AT,Pune,2012,125000,Diesel,Automatic,First,11.5 kmpl,2982 CC,169 bhp,7.0,,13.5,Toyota,6,Fortuner 4x2
5622,5622,Maruti Baleno Zeta Automatic,Chennai,2016,35129,Petrol,Automatic,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,,7.0,Maruti,4,Baleno Zeta
5623,5623,Hyundai Creta 1.6 SX Plus Petrol Automatic,Hyderabad,2016,22982,Petrol,Automatic,First,13.0 kmpl,1591 CC,121.3 bhp,5.0,,10.95,Hyundai,7,Creta 1.6
5624,5624,Hyundai i10 Sportz,Pune,2013,54500,Petrol,Manual,Third,20.36 kmpl,1197 CC,78.9 bhp,5.0,,2.95,Hyundai,3,i10
5625,5625,Tata Tigor XE Diesel,Ahmedabad,2017,16235,Diesel,Manual,First,24.7 kmpl,1047 CC,69 bhp,5.0,7.15 Lakh,5.5,Tata,4,Tigor XE
5626,5626,Skoda Superb Style 1.8 TSI AT,Kochi,2017,73641,Petrol,Automatic,First,14.67 kmpl,1798 CC,177.46 bhp,5.0,33.36 Lakh,17.08,Skoda,6,Superb Style
5627,5627,Maruti Swift Dzire VDI,Hyderabad,2015,59572,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5.0,,6.85,Maruti,4,Swift Dzire
5628,5628,Honda CR-V 2.0 AT,Jaipur,2014,112827,Petrol,Automatic,First,13.1 kmpl,1997 CC,141.1 bhp,5.0,,10.5,Honda,4,CR-V 2.0
5629,5629,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Hyderabad,2010,118000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8.0,,8.75,Toyota,9,Innova 2.5
5630,5630,Honda City 1.5 V MT,Kolkata,2010,60000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,,2.7,Honda,5,City 1.5
5631,5631,Hyundai Verna VTVT 1.6 AT SX Plus,Mumbai,2012,75059,Petrol,Automatic,First,17.0 kmpl,1591 CC,121.3 bhp,5.0,13.7 Lakh,4.25,Hyundai,7,Verna VTVT
5632,5632,Toyota Etios 1.4 VXD,Pune,2018,3000,Diesel,Manual,First,23.59 kmpl,1364 CC,67.04 bhp,5.0,10.63 Lakh,7.9,Toyota,4,Etios 1.4
5633,5633,Skoda Superb Elegance 1.8 TSI AT,Delhi,2011,78000,Petrol,Automatic,Second,13.7 kmpl,1798 CC,157.75 bhp,5.0,,4.5,Skoda,6,Superb Elegance
5634,5634,Nissan Sunny 2011-2014 Diesel XV,Kolkata,2012,47000,Diesel,Manual,First,21.64 kmpl,1461 CC,84.8 bhp,5.0,,4.0,Nissan,5,Sunny 2011-2014
5635,5635,Honda City 1.5 V MT Exclusive,Delhi,2012,42000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,,4.75,Honda,6,City 1.5
5636,5636,Hyundai Elite i20 Diesel Asta Option,Kolkata,2018,6820,Diesel,Manual,First,22.54 kmpl,1396 CC,88.76 bhp,5.0,,7.65,Hyundai,6,Elite i20
5637,5637,Chevrolet Optra 1.6 LT Royale,Kochi,2013,55176,Petrol,Manual,Second,17.4 kmpl,1599 CC,104 bhp,5.0,,3.47,Chevrolet,5,Optra 1.6
5638,5638,Honda Amaze S i-Vtech,Kochi,2016,39854,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5.0,,5.64,Honda,4,Amaze S
5639,5639,Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,2013,24000,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5.0,,2.95,Volkswagen,5,Polo Petrol
5640,5640,Maruti Swift VDI,Jaipur,2016,55000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,,5.65,Maruti,3,Swift
5641,5641,Ford Endeavour 3.0L 4X4 AT,Kochi,2012,45840,Diesel,Automatic,First,11.4 kmpl,2953 CC,153.86 bhp,7.0,,8.41,Ford,5,Endeavour 3.0L
5642,5642,Maruti Baleno LXI,Pune,2006,155000,Petrol,Manual,Third,15.4 kmpl,1590 CC,94 bhp,5.0,,0.85,Maruti,3,Baleno
5643,5643,Maruti Wagon R LX,Pune,2003,125000,Petrol,Manual,Second,18.9 kmpl,998 CC,67.1 bhp,5.0,,0.8,Maruti,4,Wagon R
5644,5644,Volkswagen Polo 1.5 TDI Highline,Coimbatore,2014,52951,Diesel,Manual,First,20.14 kmpl,1498 CC,88 bhp,5.0,10.32 Lakh,5.65,Volkswagen,5,Polo 1.5
5645,5645,Hyundai Verna 1.6 SX VTVT (O),Kolkata,2013,49000,Petrol,Manual,First,17.1 kmpl,1591 CC,121.3 bhp,5.0,,4.5,Hyundai,6,Verna 1.6
5646,5646,Maruti Ciaz ZDi Plus SHVS,Ahmedabad,2015,52000,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5.0,,6.9,Maruti,5,Ciaz ZDi
5647,5647,Toyota Qualis Fleet A3,Mumbai,2001,227000,Diesel,Manual,Fourth & Above,0.0 kmpl,2446 CC,null bhp,8.0,,2.2,Toyota,4,Qualis Fleet
5648,5648,Nissan Sunny 2011-2014 Diesel XL,Jaipur,2013,120005,Diesel,Manual,First,21.64 kmpl,1461 CC,84.8 bhp,5.0,,4.0,Nissan,5,Sunny 2011-2014
5649,5649,Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,Mumbai,2015,33000,Petrol,Manual,First,15.0 kmpl,1598 CC,103.52 bhp,5.0,,5.6,Skoda,8,Rapid 1.6
5650,5650,Maruti Eeco 7 Seater Standard,Delhi,2016,126000,Petrol,Manual,First,15.1 kmpl,1196 CC,73 bhp,7.0,4.43 Lakh,2.2,Maruti,5,Eeco 7
5651,5651,Skoda Rapid Ultima 1.6 MPI Ambition Plus,Bangalore,2013,66700,Petrol,Manual,First,15.0 kmpl,1598 CC,103.5 bhp,5.0,,4.0,Skoda,7,Rapid Ultima
5652,5652,Toyota Fortuner 4x4 MT,Jaipur,2014,122000,Diesel,Manual,Second,12.55 kmpl,2982 CC,168.5 bhp,7.0,,16.0,Toyota,4,Fortuner 4x4
5653,5653,Hyundai Creta 1.6 CRDi SX,Mumbai,2016,29000,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,,12.6,Hyundai,5,Creta 1.6
5654,5654,Hyundai i20 Magna Optional 1.2,Kochi,2014,42315,Petrol,Manual,First,18.5 kmpl,1197 CC,82.9 bhp,5.0,,4.79,Hyundai,5,i20 Magna
5655,5655,Maruti Wagon R LXI CNG,Mumbai,2015,22001,CNG,Manual,First,26.6 km/kg,998 CC,58.16 bhp,5.0,,3.65,Maruti,5,Wagon R
5656,5656,Honda City i DTEC V,Kochi,2016,84580,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5.0,,6.83,Honda,5,City i
5657,5657,Maruti 800 Std,Jaipur,2002,75000,Petrol,Manual,First,16.1 kmpl,796 CC,37 bhp,4.0,,0.51,Maruti,3,800
5658,5658,Ford Ikon 1.3 Flair,Pune,2006,85000,Petrol,Manual,Second,13.8 kmpl,1299 CC,70 bhp,5.0,,0.69,Ford,4,Ikon 1.3
5659,5659,Maruti Swift Dzire LXI,Delhi,2015,24296,Petrol,Manual,First,20.85 kmpl,1197 CC,83.14 bhp,5.0,,4.65,Maruti,4,Swift Dzire
5660,5660,Honda City 1.5 V MT Sunroof,Kolkata,2014,40000,Petrol,Manual,First,16.8 kmpl,1497 CC,116.3 bhp,5.0,,6.49,Honda,6,City 1.5
5661,5661,Hyundai Verna CRDi,Chennai,2009,64514,Diesel,Manual,First,16.8 kmpl,1493 CC,110 bhp,5.0,,2.9,Hyundai,3,Verna
5662,5662,Hyundai Verna 1.6 SX VTVT,Delhi,2016,35000,Petrol,Manual,First,17.01 kmpl,1591 CC,121.3 bhp,5.0,,7.4,Hyundai,5,Verna 1.6
5663,5663,Renault KWID RXT,Bangalore,2016,41000,Petrol,Manual,Second,25.17 kmpl,799 CC,53.3 bhp,5.0,,3.25,Renault,3,KWID
5664,5664,Maruti Wagon R LXI,Ahmedabad,2008,60123,Petrol,Manual,Second,18.9 kmpl,998 CC,67.1 bhp,5.0,,1.95,Maruti,4,Wagon R
5665,5665,Hyundai Grand i10 Sportz,Jaipur,2015,53000,Petrol,Manual,Second,18.9 kmpl,1197 CC,82 bhp,5.0,,4.0,Hyundai,4,Grand i10
5666,5666,Hyundai i20 1.2 Asta,Delhi,2017,9000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,6.85,Hyundai,4,i20 1.2
5667,5667,Honda Amaze S i-Vtech,Coimbatore,2015,53497,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5.0,,5.45,Honda,4,Amaze S
5668,5668,Ford Fiesta 1.4 Duratorq ZXI,Hyderabad,2007,68000,Diesel,Manual,First,17.8 kmpl,1399 CC,68 bhp,5.0,,1.99,Ford,5,Fiesta 1.4
5669,5669,Hyundai Verna SX CRDi AT,Hyderabad,2014,65000,Diesel,Automatic,First,19.08 kmpl,1582 CC,126.32 bhp,5.0,,8.99,Hyundai,5,Verna SX
5670,5670,Toyota Etios VD SP,Kolkata,2014,45155,Diesel,Manual,First,23.59 kmpl,1364 CC,67.04 bhp,5.0,,6.5,Toyota,4,Etios VD
5671,5671,Honda Jazz 1.2 V CVT i VTEC,Coimbatore,2018,20026,Petrol,Automatic,First,19.0 kmpl,1199 CC,88.7 bhp,5.0,,9.27,Honda,7,Jazz 1.2
5672,5672,Hyundai Verna 1.6 CRDi SX,Ahmedabad,2015,60000,Diesel,Manual,First,23.9 kmpl,1582 CC,126.2 bhp,5.0,,6.99,Hyundai,5,Verna 1.6
5673,5673,Mercedes-Benz CLA 200 D Sport Edition,Coimbatore,2019,15976,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5.0,,36.76,Mercedes-Benz,6,CLA 200
5674,5674,Skoda Octavia Elegance 1.8 TSI AT,Kochi,2017,30523,Petrol,Automatic,First,14.7 kmpl,1798 CC,177.5 bhp,5.0,,17.08,Skoda,6,Octavia Elegance
5675,5675,Chevrolet Beat Diesel LS,Kolkata,2013,26300,Diesel,Manual,First,25.44 kmpl,936 CC,57.6 bhp,5.0,,2.8,Chevrolet,4,Beat Diesel
5676,5676,Volkswagen Polo Diesel Trendline 1.2L,Kolkata,2011,66000,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5.0,,2.49,Volkswagen,5,Polo Diesel
5677,5677,Maruti SX4 S Cross DDiS 200 Zeta,Jaipur,2016,70000,Diesel,Manual,First,23.65 kmpl,1248 CC,88.5 bhp,5.0,,8.85,Maruti,7,SX4 S
5678,5678,Honda City V MT,Ahmedabad,2011,46000,Petrol,Manual,First,16.8 kmpl,1497 CC,116.3 bhp,5.0,,4.15,Honda,4,City V
5679,5679,Volkswagen Vento 1.5 TDI Highline,Hyderabad,2017,28000,Diesel,Manual,First,20.64 kmpl,1498 CC,108.5 bhp,5.0,14.2 Lakh,10.0,Volkswagen,5,Vento 1.5
5680,5680,Hyundai Grand i10 1.2 Kappa Magna,Delhi,2017,46000,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,6.54 Lakh,4.75,Hyundai,6,Grand i10
5681,5681,Renault KWID AMT RXL,Jaipur,2017,33000,Petrol,Automatic,First,24.04 kmpl,999 CC,67 bhp,5.0,,3.2,Renault,4,KWID AMT
5682,5682,Maruti Alto 800 LXI,Kochi,2017,27718,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5.0,,3.28,Maruti,4,Alto 800
5683,5683,Ford Ecosport 1.5 Ti VCT MT Titanium,Bangalore,2013,58000,Petrol,Manual,First,15.8 kmpl,1499 CC,110 bhp,5.0,,7.5,Ford,7,Ecosport 1.5
5684,5684,Maruti Baleno Zeta,Coimbatore,2018,33150,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,8.71 Lakh,7.39,Maruti,3,Baleno
5685,5685,Maruti Ritz VDi,Pune,2013,77000,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5.0,,3.65,Maruti,3,Ritz
5686,5686,Mercedes-Benz E-Class 280 CDI,Chennai,2007,70000,Diesel,Automatic,First,11.0 kmpl,2987 CC,198.5 bhp,5.0,,11.0,Mercedes-Benz,4,E-Class 280
5687,5687,Maruti Ritz VDi,Kolkata,2012,97000,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5.0,,3.0,Maruti,3,Ritz
5688,5688,Chevrolet Beat Diesel LT,Chennai,2012,75300,Diesel,Manual,Second,25.44 kmpl,936 CC,57.6 bhp,5.0,,2.25,Chevrolet,4,Beat Diesel
5689,5689,Maruti SX4 Vxi BSIV,Kochi,2010,69918,Petrol,Manual,First,15.5 kmpl,1586 CC,103.3 bhp,5.0,,2.83,Maruti,4,SX4 Vxi
5690,5690,Maruti Omni 5 Seater BSIV,Coimbatore,2019,4721,Petrol,Manual,First,14.0 kmpl,796 CC,35 bhp,5.0,,4.11,Maruti,5,Omni 5
5691,5691,Mitsubishi Pajero Sport Anniversary Edition,Kolkata,2014,39163,Diesel,Manual,First,13.5 kmpl,2477 CC,178 bhp,7.0,,14.7,Mitsubishi,5,Pajero Sport
5692,5692,Mercedes-Benz S Class 2005 2013 S 300 L,Pune,2013,80000,Petrol,Automatic,First,13.0 kmpl,2987 CC,210 bhp,5.0,,25.0,Mercedes-Benz,8,S Class
5693,5693,Chevrolet Beat Diesel LS,Bangalore,2015,66000,Diesel,Manual,First,25.44 kmpl,936 CC,56.3 bhp,5.0,,2.35,Chevrolet,4,Beat Diesel
5694,5694,Ford Figo 2015-2019 1.5D Titanium MT,Coimbatore,2017,36154,Diesel,Manual,Second,25.83 kmpl,1498 CC,99 bhp,5.0,,6.41,Ford,6,Figo 2015-2019
5695,5695,Honda City i-VTEC VX,Ahmedabad,2012,34000,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,12.68 Lakh,5.75,Honda,4,City i-VTEC
5696,5696,Mercedes-Benz GLA Class 200 CDI SPORT,Chennai,2016,60000,Diesel,Automatic,Second,17.9 kmpl,2143 CC,136 bhp,5.0,,17.55,Mercedes-Benz,6,GLA Class
5697,5697,Hyundai Creta 1.4 CRDi S Plus,Jaipur,2015,32000,Diesel,Manual,First,21.38 kmpl,1396 CC,88.7 bhp,5.0,,10.25,Hyundai,6,Creta 1.4
5698,5698,Ford Fiesta Classic 1.4 Duratorq CLXI,Kochi,2012,79985,Diesel,Manual,First,17.8 kmpl,1399 CC,67 bhp,5.0,,3.16,Ford,6,Fiesta Classic
5699,5699,Audi A4 2.0 TDI,Bangalore,2014,37600,Diesel,Automatic,Second,16.55 kmpl,1968 CC,147.51 bhp,5.0,,22.5,Audi,4,A4 2.0
5700,5700,Hyundai i10 Magna 1.1,Kochi,2015,31965,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5.0,,3.55,Hyundai,4,i10 Magna
5701,5701,BMW 3 Series 320i Sedan,Kochi,2010,70749,Petrol,Automatic,First,12.05 kmpl,1995 CC,154 bhp,5.0,,9.86,BMW,5,3 Series
5702,5702,BMW 7 Series 730Ld,Chennai,2013,38000,Diesel,Automatic,First,16.46 kmpl,2993 CC,258 bhp,5.0,,45.0,BMW,4,7 Series
5703,5703,Hyundai Verna 1.6 SX VTVT,Kochi,2017,41534,Petrol,Manual,First,17.01 kmpl,1591 CC,121.3 bhp,5.0,,7.99,Hyundai,5,Verna 1.6
5704,5704,Volkswagen Ameo 1.5 TDI Comfortline AT,Jaipur,2017,54455,Diesel,Automatic,First,22.0 kmpl,1498 CC,108.495 bhp,5.0,,6.5,Volkswagen,6,Ameo 1.5
5705,5705,Chevrolet Aveo 1.4 LS,Kolkata,2007,42000,Petrol,Manual,First,14.49 kmpl,1399 CC,92.7 bhp,5.0,,0.75,Chevrolet,4,Aveo 1.4
5706,5706,Chevrolet Cruze LTZ,Coimbatore,2018,52073,Diesel,Manual,Second,18.3 kmpl,1991 CC,147.9 bhp,5.0,,9.87,Chevrolet,3,Cruze
5707,5707,Hyundai i20 1.4 Sportz,Kochi,2018,40175,Diesel,Manual,Second,22.54 kmpl,1396 CC,88.73 bhp,5.0,,6.36,Hyundai,4,i20 1.4
5708,5708,Honda BRV i-VTEC V CVT,Mumbai,2017,16503,Petrol,Automatic,First,16.0 kmpl,1497 CC,117.3 bhp,7.0,15.02 Lakh,9.5,Honda,5,BRV i-VTEC
5709,5709,Hyundai Xcent 1.2 Kappa SX,Kochi,2017,15029,Petrol,Manual,First,19.1 kmpl,1197 CC,82 bhp,5.0,,6.05,Hyundai,5,Xcent 1.2
5710,5710,Maruti Alto 800 CNG LXI,Mumbai,2013,26200,CNG,Manual,First,30.46 km/kg,796 CC,47.3 bhp,5.0,,2.15,Maruti,5,Alto 800
5711,5711,Hyundai Grand i10 CRDi Sportz,Hyderabad,2015,76362,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5.0,,5.5,Hyundai,5,Grand i10
5712,5712,Maruti Alto LXi,Kolkata,2007,18700,Petrol,Manual,Second,19.7 kmpl,796 CC,46.3 bhp,5.0,,1.25,Maruti,3,Alto
